Brand,Fuel Type,Transmission,Condition,Price,Model,Engine_scaled,Mileage_scaled,Age_scaled
6,0,0,2,33416.03,22,1.5608409364195526,-1.6703628241915744,0.08966708475080017
0,0,1,2,77050.35,2,0.6528717507596082,-0.05932542001344366,1.6632757833130254
4,2,1,0,24532.47,16,-0.04556608436342626,0.07731481514398096,-1.197830941345566
1,3,1,2,56703.88,27,1.0719344518334284,-0.2754856987767627,0.5188330934495888
1,0,1,0,81406.7,1,1.6306847199318557,1.2186492779200848,0.5188330934495888
3,2,1,1,56015.86,8,-1.6519731051464048,-0.875082754326444,1.2341097746142367
4,2,0,0,91256.46,15,1.7005285034441595,-0.296929945156893,1.3771651108471663
0,3,1,2,10557.62,23,-1.4424417546094945,-1.0761694912045257,-0.6256095964138477
2,1,1,1,60889.82,12,1.1417782353457318,0.8000143587994396,1.520220447080096
6,2,1,0,58366.77,7,-0.7440039194864605,0.8377835354477328,-1.6269969500443546
3,2,1,0,67733.57,6,-1.2329104040725845,-0.7187615927830112,1.6632757833130254
1,2,1,0,84173.65,0,-0.1852536513880329,0.08070494003590607,0.6618884296825185
2,1,0,1,73956.04,14,0.5131841837350013,0.11162560935218949,-0.05338825148212941
2,1,1,0,80076.86,21,-0.39478500192494337,-0.30958034408246593,-1.4839416138114252
6,3,0,2,32437.59,22,-1.512285538121798,-1.0914819345083215,-0.33949892394798853
4,0,1,1,41812.25,16,0.3734966167103943,-0.8390882739302995,0.6618884296825185
1,1,0,1,64543.81,26,1.4211533693949456,1.5325429893898757,0.08966708475080017
0,0,0,0,57578.84,3,-0.39478500192494337,1.2411742688127416,-1.3408862775784955
2,0,1,2,96304.87,12,-0.9535352700233706,0.2669684127053352,0.08966708475080017
6,1,1,1,22749.28,22,-0.1852536513880329,0.5120471393722571,-0.196443587715059
0,2,1,0,38371.45,3,-1.5821293216341017,-1.4674900148033176,-0.33949892394798853
4,3,1,2,59411.75,16,1.1417782353457318,-0.9091091420839876,-0.33949892394798853
1,0,1,0,87456.56,26,1.1417782353457318,-0.13049529022781786,0.5188330934495888
4,2,0,0,93288.11,5,0.30365283319809083,0.7856575211698775,-0.9117202688797068
2,1,1,1,36923.45,21,-0.46462878543724684,-0.39782597759475824,-1.0547756051126365
0,0,1,1,11375.3,3,1.0719344518334284,-0.7129369486733949,-1.3408862775784955
0,0,0,0,45053.87,2,0.23380904968578736,1.5518371230029797,0.6618884296825185
0,0,1,1,42462.69,23,1.1417782353457318,-0.42832572536405766,-1.197830941345566
2,2,0,1,98716.27,11,0.5131841837350013,0.01620155702511616,-0.9117202688797068
2,2,1,2,45950.82,21,1.0020906683211253,1.3005128306794576,0.9479991021483776
4,2,0,2,34043.68,16,0.3734966167103943,-0.7364402977563388,-1.0547756051126365
3,0,1,0,39710.85,4,-0.2550974349003364,-0.5092336724491966,-0.9117202688797068
4,0,0,0,42708.0,16,1.6306847199318557,-1.0854866465283064,1.2341097746142367
1,3,0,0,83046.34,1,0.16396526617348417,0.7483320185846215,-1.4839416138114252
6,3,1,0,12696.41,22,0.3734966167103943,0.31195013694248924,0.804943765915448
0,2,1,2,35068.17,24,-0.9535352700233706,0.43989891096759576,1.2341097746142367
3,2,1,1,96800.26,8,0.4433404002226975,-0.26595239455047665,-1.3408862775784955
6,1,0,2,19544.74,22,0.30365283319809083,0.6462073502798841,0.08966708475080017
3,2,0,0,75547.13,4,-1.0932228370479775,-0.9099054801458493,-0.05338825148212941
5,3,0,0,38857.38,19,-1.512285538121798,-0.5166851214566159,1.3771651108471663
4,3,1,2,60269.62,15,0.3734966167103943,-0.07361400009484616,-1.3408862775784955
2,3,1,2,14457.06,11,0.9322468848088216,-1.631512903030755,0.08966708475080017
0,0,0,0,34109.11,3,0.0941214826611807,0.6426238290015069,1.520220447080096
4,0,1,1,52582.17,15,-0.9535352700233706,1.474933618743202,-1.6269969500443546
6,2,0,0,27011.56,22,0.5830279672473044,0.9188279976291909,1.520220447080096
5,1,1,2,56477.64,20,-1.4424417546094945,0.35424706428536695,-1.4839416138114252
5,1,1,0,25877.13,19,-0.1852536513880329,1.6622209546350246,0.5188330934495888
5,1,0,0,66759.55,19,-1.1630666205602809,-1.1836523770397889,1.6632757833130254
6,0,1,1,90913.66,25,-1.0932228370479775,1.620060542388466,0.6618884296825185
6,3,1,0,13121.42,9,-1.0233790535356742,0.8774980522185737,-1.4839416138114252
6,3,1,0,25578.52,7,-0.39478500192494337,0.20588928336055018,0.9479991021483776
6,0,1,0,85220.19,9,-1.512285538121798,1.393070065983829,0.9479991021483776
5,1,1,2,64997.58,17,-0.3249412184126399,0.789878112897744,-1.3408862775784955
5,1,0,2,12477.35,18,0.0941214826611807,-0.8098399145439255,-0.7686649326467773
3,2,1,1,51203.26,6,-0.04556608436342626,-0.16663766197830807,-0.6256095964138477
4,2,0,0,24927.06,16,-0.39478500192494337,-0.6822438045176433,0.08966708475080017
0,1,1,2,23914.16,24,1.2116220188580356,0.1662202716218157,0.9479991021483776
2,0,1,1,94361.31,12,-1.2329104040725845,-0.5693344436036946,0.6618884296825185
5,1,0,0,77346.45,17,0.02427769914887722,1.274222298379998,-0.9117202688797068
2,2,0,1,71141.91,11,-1.512285538121798,-0.4495424465836561,0.3757777572166593
4,1,1,1,27698.24,10,-1.4424417546094945,-1.2884618422388026,1.6632757833130254
4,0,1,1,16264.48,15,0.30365283319809083,0.8745060963575794,-0.05338825148212941
2,3,0,1,87729.1,14,0.23380904968578736,-1.4709711497594555,-0.6256095964138477
5,0,0,1,5558.56,20,1.3513095858826425,-1.1428116107243151,1.3771651108471663
2,0,0,1,41869.16,12,0.23380904968578736,1.5226001398746323,0.6618884296825185
3,2,0,1,31373.19,8,1.6306847199318557,0.7589233148073808,-0.196443587715059
1,0,1,0,59185.74,27,-1.5821293216341017,-0.7296145429403822,1.3771651108471663
5,0,1,0,28798.3,17,-1.3725979710971912,-1.5090474853744669,-0.4825542601809181
5,2,1,1,34564.51,17,-1.5821293216341017,1.5973421551093572,-0.05338825148212941
0,2,1,0,85753.79,2,-1.0932228370479775,0.0028913351340007845,-1.0547756051126365
6,3,1,1,62302.94,7,0.16396526617348417,-0.6742576713829741,-1.6269969500443546
1,1,0,0,18839.84,0,0.5131841837350013,-1.1029036975670223,-0.6256095964138477
4,0,0,2,74014.8,15,-1.5821293216341017,1.3645042820790507,-0.05338825148212941
5,2,0,1,24708.62,20,1.5608409364195526,0.6854781929876878,0.9479991021483776
2,3,1,2,46135.47,21,1.2116220188580356,0.0760406742450024,-0.6256095964138477
1,1,0,1,66427.69,26,-0.6741601359741569,-1.15932993737893,-0.196443587715059
0,2,1,1,30833.31,24,-1.4424417546094945,-1.1741532015875826,-0.6256095964138477
4,1,1,2,41490.15,15,-1.1630666205602809,-1.3200195820045753,0.6618884296825185
6,1,1,2,74744.21,25,-1.3027541875848876,1.098163329160424,0.23272242098372975
6,0,0,2,94101.54,9,-1.3027541875848876,0.41548546124252433,-1.0547756051126365
0,0,1,1,55278.28,23,0.0941214826611807,-0.3948453979917905,1.6632757833130254
0,2,1,2,5947.24,3,-0.8836914865110671,-0.24831919460925544,0.804943765915448
2,1,0,2,37154.06,14,-0.46462878543724684,-0.6518919481026897,-1.197830941345566
5,2,1,0,42870.26,19,1.7005285034441595,0.101739641127079,-1.197830941345566
6,2,0,0,37221.49,25,0.6528717507596082,-1.5577151172122374,-0.6256095964138477
4,1,1,2,46445.54,10,1.5608409364195526,-1.3624644007017988,0.3757777572166593
1,2,0,2,65103.29,1,-1.2329104040725845,-0.3193070446952041,0.23272242098372975
4,1,1,2,16507.16,10,-0.39478500192494337,-0.9718150763265757,-1.3408862775784955
3,1,1,2,30899.9,13,0.23380904968578736,1.1458867315819874,0.5188330934495888
3,1,0,0,53226.57,8,-1.4424417546094945,-1.046375071432875,0.5188330934495888
0,1,1,1,34979.46,2,-1.7218168886587082,-1.078205841391286,-1.6269969500443546
2,3,0,2,99153.11,12,0.6528717507596082,-0.045366751414812403,1.0910544383813072
3,1,1,2,45985.99,6,0.5131841837350013,-1.0450440492437634,-0.6256095964138477
6,0,0,0,87630.92,7,-0.2550974349003364,-1.578954590947889,0.5188330934495888
4,0,1,2,90168.43,10,-0.04556608436342626,-0.7156900031158308,-0.6256095964138477
4,0,1,2,84420.66,15,-0.2550974349003364,0.20312485266008776,-1.6269969500443546
0,1,1,0,9455.33,24,-1.6519731051464048,-0.5531005233997444,-1.197830941345566
5,0,0,2,95035.94,20,-0.53447256894955,0.43483647614576126,-0.9117202688797068
5,3,0,2,17230.54,20,-1.0932228370479775,-1.5725497576789165,0.804943765915448
1,2,0,0,8268.34,27,-1.3725979710971912,0.14148828667199964,-1.4839416138114252
0,1,0,1,44365.11,24,1.6306847199318557,-1.6827515691825359,0.5188330934495888
1,0,0,2,23490.23,27,0.3734966167103943,-0.4075868069815762,0.804943765915448
5,3,1,2,22498.67,18,0.7925593177842146,-0.5036934347902452,-0.05338825148212941
0,2,1,1,32342.86,24,-0.6043163524618534,-0.9104970455632322,0.23272242098372975
0,3,1,0,28598.53,24,-0.3249412184126399,-0.8689623275081363,-0.196443587715059
0,0,1,1,70055.56,24,-0.8836914865110671,-1.2761868598281072,-0.9117202688797068
5,3,1,2,22743.84,18,-1.3725979710971912,-0.1372300349795617,0.23272242098372975
1,2,0,1,56596.24,0,-1.0932228370479775,-1.267757052630401,-0.05338825148212941
1,0,1,0,98710.52,27,1.0719344518334284,-0.5297109368970664,-0.196443587715059
0,2,0,2,46076.33,23,0.6528717507596082,1.545216140831502,-0.05338825148212941
3,3,1,0,65977.95,13,0.16396526617348417,-0.7152349527947669,1.6632757833130254
2,1,0,0,97090.31,14,-0.04556608436342626,-1.5245419488066883,0.6618884296825185
5,1,0,1,18075.7,20,1.4909971529072488,-0.9504618400106581,0.08966708475080017
2,1,0,1,44767.67,21,-1.4424417546094945,-0.5821213576255866,-0.9117202688797068
2,1,1,0,85768.28,21,-0.7440039194864605,0.8502746667609334,0.08966708475080017
1,2,1,0,93569.04,27,-0.53447256894955,-0.7980541112283738,0.6618884296825185
1,1,1,2,62117.43,27,1.0020906683211253,0.17031572451138968,0.6618884296825185
3,2,1,0,18624.96,4,1.7703722869564626,0.929282778755631,-1.197830941345566
2,0,0,0,90639.8,14,-0.8836914865110671,-0.3751872241218355,-0.05338825148212941
2,1,0,1,21572.42,12,1.3513095858826425,0.34064105968556013,0.08966708475080017
0,2,0,0,38523.4,2,1.2116220188580356,1.2661906602132225,-0.4825542601809181
1,1,0,0,40673.26,1,-0.9535352700233706,-0.40328658144752355,1.6632757833130254
2,1,1,1,47492.7,21,-0.3249412184126399,0.4694089242885815,-0.05338825148212941
4,1,0,2,80065.75,16,-0.3249412184126399,0.25080275004954466,0.804943765915448
3,2,1,1,81203.72,13,1.7005285034441595,0.1481889026496637,1.0910544383813072
4,3,0,1,73367.23,15,-1.0932228370479775,1.0488017455830312,0.6618884296825185
4,1,0,0,7102.22,15,1.0719344518334284,-1.6748564461120794,-0.196443587715059
5,1,0,0,58660.28,17,-0.53447256894955,1.3534124305031212,-1.4839416138114252
5,0,1,2,76011.83,20,0.8624031012965183,1.3779737715825384,-0.05338825148212941
3,3,1,0,47239.4,6,-0.2550974349003364,-1.293467395770504,-0.33949892394798853
4,2,0,2,94768.92,15,0.30365283319809083,-1.5226079849421672,-1.4839416138114252
2,0,0,2,83262.0,14,1.2116220188580356,-0.8237758306265035,-0.6256095964138477
1,1,0,2,65624.73,0,1.0719344518334284,1.5986731772984686,-0.33949892394798853
3,0,1,2,10930.39,6,1.2814658023703387,0.37420102086401347,-1.0547756051126365
0,0,1,0,66972.89,23,-1.512285538121798,-0.8041631617886549,-0.7686649326467773
4,1,1,1,91600.06,5,0.7227155342719114,0.3666585617923814,-0.7686649326467773
3,3,0,1,41047.31,8,-1.2329104040725845,-1.118193388354765,1.520220447080096
6,3,1,0,84622.59,22,-0.2550974349003364,0.8237452330429154,1.2341097746142367
6,0,0,0,34750.31,9,0.16396526617348417,1.5664214857930736,1.6632757833130254
5,1,1,2,59159.81,19,-0.3249412184126399,0.9350846703491942,1.2341097746142367
1,2,0,0,66600.32,26,0.0941214826611807,0.03996656004267174,-0.7686649326467773
2,0,0,1,69409.53,14,1.7703722869564626,0.16397914879057665,1.0910544383813072
1,2,1,0,88842.18,0,-1.2329104040725845,-0.6864757725035364,-0.9117202688797068
1,0,0,0,27289.12,26,0.6528717507596082,0.643659068481927,-0.33949892394798853
1,0,0,2,29925.11,27,-0.3249412184126399,-0.9924288558707646,0.6618884296825185
1,1,0,2,71883.89,1,-1.2329104040725845,-0.048620361210418385,-1.0547756051126365
0,1,1,2,21833.41,24,-1.1630666205602809,-1.303171343867189,-0.6256095964138477
0,2,0,2,49105.69,23,1.5608409364195526,0.8594211782143153,1.6632757833130254
5,2,1,1,6903.27,20,1.3513095858826425,1.3034137764762392,0.08966708475080017
3,3,1,0,18393.04,8,1.4211533693949456,-1.6806242089315626,-0.9117202688797068
6,1,0,0,69490.41,9,1.7703722869564626,-0.7769397763310146,-0.33949892394798853
1,0,1,2,76008.85,0,-1.0233790535356742,0.7572168761033917,0.5188330934495888
5,0,0,1,15955.31,18,-0.46462878543724684,0.0002975483039372751,0.804943765915448
3,3,1,1,26632.41,4,0.5830279672473044,-0.00737004960598731,1.520220447080096
6,1,0,0,14395.92,9,-0.04556608436342626,-1.6646860714363039,0.5188330934495888
4,0,1,2,46174.22,5,-0.2550974349003364,0.3296288419158168,0.3757777572166593
2,3,0,0,16981.03,21,-0.46462878543724684,-1.5131543145220674,1.520220447080096
0,3,0,0,46543.12,24,0.3734966167103943,-0.500109913511868,-0.9117202688797068
4,0,0,1,74549.33,10,0.30365283319809083,-1.4821540113995977,0.23272242098372975
6,0,0,1,69921.92,9,-1.1630666205602809,-1.6565975519793954,-0.05338825148212941
4,2,1,0,31643.75,10,-0.04556608436342626,-1.5824129733879737,0.3757777572166593
2,1,1,2,69007.44,12,0.23380904968578736,0.7777396455833678,-0.196443587715059
5,2,0,2,93132.65,20,0.30365283319809083,1.0868780811980425,-0.7686649326467773
6,3,1,0,38014.82,9,-0.9535352700233706,-0.6872152292752651,-0.9117202688797068
4,0,0,0,36266.32,5,0.8624031012965183,1.4967191528641302,-1.3408862775784955
0,2,0,2,59286.67,2,-1.6519731051464048,0.7673417457470607,0.5188330934495888
0,3,1,2,28322.67,3,-0.46462878543724684,1.2521864865824848,0.804943765915448
3,1,1,2,66900.0,4,1.0020906683211253,0.4210825801916087,1.3771651108471663
4,0,0,0,84064.87,5,0.23380904968578736,-1.0376153527523972,-1.0547756051126365
1,2,1,1,48635.26,26,-0.813847702998764,-1.5958597103754082,0.9479991021483776
4,1,0,2,69553.2,10,0.7227155342719114,0.48538119055791995,-1.197830941345566
5,2,1,2,66929.12,17,0.23380904968578736,-1.1995336332449147,1.520220447080096
6,3,1,2,8673.23,7,1.0719344518334284,-0.16018732367722907,0.9479991021483776
6,1,1,0,22424.55,9,0.8624031012965183,-0.5336584984322946,1.3771651108471663
5,2,1,1,89885.35,18,0.4433404002226975,0.13776825029730327,-0.4825542601809181
4,1,1,1,94194.75,16,-0.04556608436342626,-1.1407297555054485,0.6618884296825185
5,3,0,2,79141.77,20,-1.2329104040725845,-0.47198780367012677,1.520220447080096
2,1,1,0,92518.57,14,-0.813847702998764,-0.5379132189342409,-0.6256095964138477
5,2,1,1,34084.12,18,-0.2550974349003364,1.6548491394337914,0.5188330934495888
0,3,0,0,28532.54,3,0.3734966167103943,-0.90088410753076,0.08966708475080017
5,0,0,1,41508.52,20,0.0941214826611807,1.201812416040725,1.3771651108471663
6,2,0,2,10257.49,22,-0.7440039194864605,1.2687730707852594,0.23272242098372975
0,2,1,0,81937.8,2,-1.7218168886587082,0.1902241760579298,1.6632757833130254
6,3,1,2,98496.67,25,0.02427769914887722,1.076912479166746,-1.4839416138114252
3,3,0,1,83282.78,4,-0.7440039194864605,0.44095690296406903,-0.05338825148212941
1,0,0,1,57722.66,27,0.8624031012965183,-1.6766425186222547,-0.33949892394798853
6,2,0,2,33051.79,22,-1.6519731051464048,0.8973496224749807,1.0910544383813072
0,3,0,1,23781.3,23,0.30365283319809083,1.284631574474332,-1.197830941345566
3,0,1,2,39585.97,6,1.5608409364195526,-0.46578774304563286,-0.6256095964138477
6,0,1,2,68362.11,7,-1.0932228370479775,0.13237590399269755,-1.4839416138114252
2,3,1,2,47470.85,11,-0.04556608436342626,-0.5320771985665981,-1.6269969500443546
5,2,1,1,93735.68,20,-1.3725979710971912,1.503283253745475,0.9479991021483776
1,1,1,0,86150.93,0,0.4433404002226975,-1.3041838308315559,-1.197830941345566
6,1,0,2,14728.06,7,0.23380904968578736,-1.54524673841509,-1.3408862775784955
3,0,1,0,17494.9,13,-0.3249412184126399,0.7066266566591267,0.23272242098372975
2,1,0,1,69242.72,14,0.0941214826611807,-0.9022378822359247,-0.7686649326467773
4,1,0,1,26923.0,10,1.4211533693949456,-0.9425667169402017,1.2341097746142367
3,3,0,0,80147.84,4,-1.0233790535356742,-0.5269351299385774,1.3771651108471663
5,0,1,2,61179.02,20,-1.6519731051464048,-1.1686812214767908,-0.05338825148212941
3,2,0,1,26833.9,6,1.2814658023703387,0.632385196777572,-1.4839416138114252
2,0,1,2,50475.25,14,0.30365283319809083,1.5307341643636472,0.5188330934495888
3,3,0,2,43577.25,6,1.4211533693949456,-1.3880382287455828,-1.197830941345566
2,1,1,0,87950.14,12,0.3734966167103943,-0.1678321690711005,0.9479991021483776
6,2,0,1,8055.44,9,1.1417782353457318,-1.0534055988933102,0.08966708475080017
2,0,1,0,90105.17,12,-0.2550974349003364,0.7311538689644641,1.520220447080096
2,1,0,1,66947.85,21,0.8624031012965183,-1.0095387479427624,1.3771651108471663
1,0,0,0,75066.13,1,1.4909971529072488,0.26022229169556477,1.3771651108471663
2,2,0,1,5247.71,21,0.30365283319809083,1.3900781101228348,0.08966708475080017
2,0,0,1,64682.75,14,-1.0932228370479775,-0.8851621189380066,-0.33949892394798853
4,0,1,1,60906.19,10,-0.813847702998764,-0.36045496997739584,0.5188330934495888
6,0,1,2,56034.53,22,-1.0233790535356742,1.43749435357768,-1.4839416138114252
5,1,1,2,79657.35,18,-0.8836914865110671,1.4348550617155102,0.6618884296825185
1,2,0,0,57807.75,27,-0.6741601359741569,0.09383314179859593,0.23272242098372975
4,2,0,0,86424.23,5,0.23380904968578736,0.11495885295398163,-0.4825542601809181
0,1,0,1,27099.99,24,0.30365283319809083,-0.7552680047903524,-1.3408862775784955
6,1,0,1,81568.35,22,-0.2550974349003364,0.20154355279439115,1.2341097746142367
6,1,0,2,22034.71,7,0.4433404002226975,0.5246520332657236,1.6632757833130254
0,3,0,2,82246.19,3,-1.4424417546094945,1.6004251210345641,-1.6269969500443546
5,0,1,2,94344.03,17,-1.4424417546094945,-0.7695565848717549,0.804943765915448
2,0,1,0,36890.94,11,-1.0932228370479775,0.13376380747194208,1.520220447080096
4,2,1,2,55339.2,16,0.0941214826611807,0.8151561582328367,-1.6269969500443546
3,0,1,0,67541.26,13,-0.9535352700233706,1.3148924208250727,1.0910544383813072
1,3,1,2,12549.81,1,-0.7440039194864605,-0.6660212605717198,0.804943765915448
3,1,1,2,51937.67,8,-0.3249412184126399,0.9393507671091671,1.2341097746142367
0,2,1,1,39255.57,2,1.1417782353457318,-0.13552359627557256,1.0910544383813072
6,2,1,0,87883.28,25,-1.6519731051464048,0.7966697389396209,-1.6269969500443546
5,0,0,2,88284.55,18,0.5131841837350013,-0.08954076133207822,1.6632757833130254
6,2,0,1,71574.06,22,0.5830279672473044,-1.5875095369838879,1.6632757833130254
1,1,0,0,67293.83,27,1.0719344518334284,0.8409802639532058,-0.33949892394798853
6,2,0,0,74700.4,9,1.5608409364195526,0.4467019132674992,-1.0547756051126365
6,1,0,2,39768.76,22,-1.6519731051464048,-0.5329417941766192,-0.9117202688797068
1,3,0,0,43429.33,26,-1.1630666205602809,1.7004679341204347,0.3757777572166593
4,3,0,1,57601.95,10,1.3513095858826425,1.2165446701851648,-0.7686649326467773
4,1,1,1,94112.67,5,-0.11540986787572974,-1.305583110568827,1.3771651108471663
1,0,1,0,73779.99,0,0.23380904968578736,-1.131321590117455,0.23272242098372975
5,2,0,1,57343.98,18,0.5830279672473044,-1.2487018204358553,-0.33949892394798853
0,0,1,0,78189.24,2,0.6528717507596082,-0.6615958961993746,0.23272242098372975
6,2,1,1,40234.58,7,1.5608409364195526,-0.9510420291700145,-0.6256095964138477
5,3,1,0,74394.34,18,1.7703722869564626,1.5995946541986228,-0.6256095964138477
6,3,1,0,44014.24,22,0.7925593177842146,0.2715530446900527,0.9479991021483776
0,3,1,0,31567.83,24,-0.7440039194864605,-0.09097416984342911,1.0910544383813072
4,2,0,1,62923.78,5,1.3513095858826425,-0.13303219576774838,0.6618884296825185
5,3,1,0,70253.37,19,-1.5821293216341017,0.10126183828996205,1.520220447080096
2,3,0,0,48632.89,14,-0.8836914865110671,0.9623990658710472,-0.4825542601809181
2,3,0,2,58722.57,12,1.4211533693949456,0.41244800034942364,-1.0547756051126365
2,3,0,2,70936.28,12,-0.813847702998764,0.14565199710973314,-1.6269969500443546
4,0,1,0,77932.45,5,-0.9535352700233706,-1.6928536863101515,0.08966708475080017
4,3,0,2,90079.29,16,-1.2329104040725845,-0.6343042531935748,0.9479991021483776
0,3,0,0,38681.7,2,1.2814658023703387,1.3823081258906709,1.6632757833130254
6,0,0,2,95390.34,7,0.02427769914887722,0.7393220222275588,1.2341097746142367
0,0,0,1,65541.58,3,0.6528717507596082,0.673134953028833,-0.6256095964138477
0,2,1,1,79831.68,2,-0.8836914865110671,1.217887068632303,-0.05338825148212941
4,1,0,0,71478.06,16,0.9322468848088216,1.6494454168711592,-0.7686649326467773
2,3,0,0,24529.31,14,0.9322468848088216,-0.5194723046731315,1.0910544383813072
3,3,0,1,11786.65,13,-0.6043163524618534,1.3572007244259772,-1.6269969500443546
6,3,0,1,73997.21,9,-0.2550974349003364,1.197751091925231,-1.6269969500443546
4,2,1,2,53550.0,5,-1.0233790535356742,0.10734813633419002,1.3771651108471663
2,3,0,0,71710.27,11,1.7005285034441595,1.563133747223388,0.23272242098372975
5,1,0,1,50300.07,18,0.5131841837350013,0.19393283617459953,-0.05338825148212941
3,0,0,1,34662.28,8,1.5608409364195526,1.4947283077094762,1.2341097746142367
3,2,0,0,32076.7,4,-0.6741601359741569,1.6058857248873295,-0.196443587715059
4,0,0,2,74400.55,16,1.0020906683211253,1.4645926001970277,-1.3408862775784955
1,3,0,2,31294.11,26,0.9322468848088216,-0.5424978509189585,0.23272242098372975
6,3,1,2,72894.3,22,0.7227155342719114,-1.4294023029302798,0.3757777572166593
3,3,0,2,41476.21,8,1.6306847199318557,-1.655095885919885,-0.9117202688797068
4,1,1,1,78235.35,16,-0.3249412184126399,-0.9364007850897875,-0.7686649326467773
4,1,1,0,18566.94,15,-1.2329104040725845,-0.6073880267026526,0.9479991021483776
2,2,0,0,24473.09,21,0.6528717507596082,-0.22182388966531721,-0.33949892394798853
5,0,1,1,70161.6,18,0.7925593177842146,0.25215652475470934,-1.197830941345566
1,3,0,1,58221.96,26,0.30365283319809083,-1.3885842891308593,0.3757777572166593
6,3,1,1,24368.44,9,-1.0233790535356742,-1.669532357355633,1.0910544383813072
0,3,0,0,90768.57,23,0.02427769914887722,-0.5257747516198648,1.0910544383813072
5,3,1,0,31214.69,17,-0.6043163524618534,-0.9351721492229154,0.3757777572166593
5,1,1,0,45001.78,19,-0.2550974349003364,-1.4024974526973841,1.0910544383813072
2,0,0,2,24217.35,11,0.5131841837350013,1.1016785928906416,1.3771651108471663
3,0,1,1,41862.62,13,0.8624031012965183,-0.21193792144020673,-1.4839416138114252
3,2,1,1,51706.44,13,-0.8836914865110671,0.20818728748192225,0.9479991021483776
2,1,1,1,33048.47,21,-0.3249412184126399,-0.8684162671228597,1.2341097746142367
4,3,1,0,78063.9,16,-0.813847702998764,0.34747819075954334,-0.7686649326467773
3,0,1,1,42423.63,13,-1.0233790535356742,-1.15622421893767,0.5188330934495888
1,0,0,1,74303.45,0,1.0020906683211253,-1.2411821138802765,-0.6256095964138477
6,1,1,2,24671.86,9,1.4211533693949456,-1.0823695518290195,-0.05338825148212941
5,2,1,0,40818.37,19,-0.39478500192494337,-1.4533607023342876,-0.33949892394798853
5,2,0,1,5765.54,18,0.9322468848088216,-0.7514342058353901,-1.0547756051126365
1,3,0,0,77070.57,1,1.4211533693949456,-0.9326921249731177,-0.6256095964138477
3,2,0,0,64459.23,6,1.2116220188580356,1.0174942834938436,-0.05338825148212941
5,0,1,0,82693.22,20,-1.0932228370479775,-1.6024806925468862,-0.4825542601809181
0,2,1,2,48283.02,2,1.6306847199318557,0.7962033123605305,-1.3408862775784955
6,3,1,0,80975.36,22,-0.39478500192494337,0.8154746934575813,1.2341097746142367
6,0,1,0,66520.34,22,-0.53447256894955,1.4758095906112498,1.0910544383813072
5,2,0,0,5343.23,20,-1.512285538121798,-1.2900090133304194,1.0910544383813072
2,2,0,1,29100.96,11,-0.04556608436342626,0.9184867098883931,0.5188330934495888
5,1,1,2,51919.68,20,-1.3725979710971912,-0.22825147545034302,-0.6256095964138477
2,3,1,1,63775.3,12,-0.8836914865110671,0.14182957441279745,-0.05338825148212941
5,2,1,2,11231.13,17,-0.6043163524618534,1.1359438820667438,1.520220447080096
0,1,1,2,71982.59,24,1.0719344518334284,1.134032670718276,-0.05338825148212941
4,0,0,0,56635.93,16,1.3513095858826425,0.354667985832351,-1.3408862775784955
6,1,0,0,54949.03,22,-0.6741601359741569,-0.9338297507757771,-1.197830941345566
5,1,1,1,32744.33,20,1.2814658023703387,-0.7234941161220744,-1.4839416138114252
0,2,0,2,61508.19,3,1.2814658023703387,-0.6385931024696009,-0.9117202688797068
2,2,1,0,7611.82,12,0.9322468848088216,1.6800361747046715,1.3771651108471663
2,2,1,0,11146.53,12,-1.2329104040725845,1.2126994949721759,0.3757777572166593
6,1,0,0,74717.66,9,0.7227155342719114,-1.168954251669429,1.520220447080096
1,0,1,0,35579.68,1,1.5608409364195526,-0.24351841372203262,-0.05338825148212941
5,3,0,1,37961.87,19,0.6528717507596082,0.9093629509510643,-0.9117202688797068
3,1,1,1,24796.59,6,-0.53447256894955,-0.24721569758067577,-0.6256095964138477
2,2,0,0,47333.97,12,0.02427769914887722,-0.16752501010438242,-1.197830941345566
4,3,1,0,9939.38,10,0.5131841837350013,0.3813680634207679,-0.196443587715059
4,0,0,0,33534.51,16,0.0941214826611807,-0.33327708955186197,0.08966708475080017
2,3,1,0,55076.77,12,-1.3027541875848876,-0.2878858200257505,-1.197830941345566
1,2,1,0,49235.03,0,-0.6043163524618534,0.04684919614876131,0.08966708475080017
1,1,0,2,99968.62,0,1.0719344518334284,0.14866670548678065,0.23272242098372975
0,1,1,2,41932.64,23,1.2814658023703387,-1.7034222300168578,0.804943765915448
4,2,0,2,41764.91,5,-1.2329104040725845,0.08280954777082603,1.2341097746142367
0,1,0,2,52840.27,3,1.6306847199318557,-0.7759614181407275,-0.9117202688797068
4,2,1,0,23078.8,15,-0.6043163524618534,-1.46136958798501,1.6632757833130254
5,1,1,2,88248.92,18,0.5830279672473044,0.15014561903023793,-1.6269969500443546
5,1,1,2,59365.44,19,0.9322468848088216,0.47836203935551125,1.3771651108471663
3,1,1,1,23250.23,4,1.1417782353457318,-1.1683854387680992,-0.05338825148212941
5,0,0,2,80376.95,19,1.5608409364195526,-1.5350308587072083,-0.33949892394798853
3,0,1,2,8261.56,8,-0.6043163524618534,-1.5925719718057225,1.520220447080096
5,2,1,0,98343.6,17,1.2814658023703387,0.3384909469185338,0.23272242098372975
6,0,1,2,87189.19,7,-1.2329104040725845,1.351569476702813,1.2341097746142367
